Estado,Ano,Emissao,Emissao_sem_outlier
AP,1981,1972595.542925684,1972595.542925684
AP,1982,2589451.3958278745,2589451.3958278745
AP,1983,2317751.8999556773,2317751.8999556773
AP,1984,2388803.8977138065,2388803.8977138065
AP,1985,2569545.3386699827,2569545.3386699827
AP,1986,2921073.3527832716,2921073.3527832716
AP,1987,4058555.3758877767,4058555.3758877767
AP,1988,4169239.904096298,4169239.904096298
AP,1989,4710543.993469203,4710543.993469203
AP,1990,51610038.926438004,51610038.926438004
AP,1991,20806762.90368413,20806762.90368413
AP,1992,110892031.05920708,110892031.05920708
AP,1993,64202340.300854236,64202340.300854236
AP,1994,83448476.53190681,83448476.53190681
AP,1995,70938895.65288259,70938895.65288259
AP,1996,63918674.24775032,63918674.24775032
AP,1997,30111564.765240334,30111564.765240334
AP,1998,115383107.39021817,115383107.39021817
AP,1999,39194077.36548852,39194077.36548852
AP,2000,35471261.00555565,35471261.00555565
AP,2001,40775438.60089457,40775438.60089457
AP,2002,77740580.48481725,77740580.48481725
AP,2003,24770766.973583676,24770766.973583676
AP,2004,49309420.93628146,49309420.93628146
AP,2005,30151116.701723997,30151116.701723997
AP,2006,26218788.473681603,26218788.473681603
AP,2007,47115196.77764483,47115196.77764483
AP,2008,40826937.09768195,40826937.09768195
AP,2009,58186566.17920132,58186566.17920132
AP,2010,44377985.568319716,44377985.568319716
AP,2011,33329948.813636452,33329948.813636452
AP,2012,89478480.43791586,89478480.43791586
AP,2013,42857692.28701161,42857692.28701161
AP,2014,43439073.60174051,43439073.60174051
AP,2015,44666921.699043036,44666921.699043036
AP,2016,83524342.98645172,83524342.98645172
AP,2017,68974332.83420967,68974332.83420967
AP,2018,48307803.45053084,48307803.45053084
AP,2019,29029939.360953547,29029939.360953547
AP,2020,17915871.96529695,17915871.96529695
AP,2021,35684101.6939916,35684101.6939916
BA,1970,83197693.88647063,83197693.88647063
BA,1971,87648681.39010084,87648681.39010084
BA,1972,91223644.00565103,91223644.00565103
BA,1973,94869976.23662767,94869976.23662767
BA,1974,99097693.68967216,99097693.68967216
BA,1975,118636942.4046986,118636942.4046986
BA,1976,125600339.035265,125600339.035265
BA,1977,127045436.61059739,127045436.61059739
BA,1978,131415328.95120682,131415328.95120682
BA,1979,134497251.1879825,134497251.1879825
BA,1980,159046572.5555824,159046572.5555824
BA,1981,161961483.20038116,161961483.20038116
BA,1982,202017279.0131775,202017279.0131775
BA,1983,194713417.05367807,194713417.05367807
BA,1984,197589404.35850355,197589404.35850355
BA,1985,208979842.38260227,208979842.38260227
BA,1986,206176288.36827576,206176288.36827576
BA,1987,217780872.34003928,217780872.34003928
BA,1988,223202093.1240656,223202093.1240656
BA,1989,231046346.6050833,231046346.6050833
BA,1990,822028440.1004183,822028440.1004183
BA,1991,824139615.5405748,824139615.5405748
BA,1992,723997196.7092105,723997196.7092105
BA,1993,714277305.2038957,714277305.2038957
BA,1994,684466899.7977804,684466899.7977804
BA,1995,736046395.6292286,736046395.6292286
BA,1996,680010306.3627181,680010306.3627181
BA,1997,615565049.9535583,615565049.9535583
BA,1998,614861458.6149201,614861458.6149201
BA,1999,669549133.4420986,669549133.4420986
BA,2000,663026654.1628162,663026654.1628162
BA,2001,653545347.3949269,653545347.3949269
BA,2002,600501137.2386107,600501137.2386107
BA,2003,613000750.3290002,613000750.3290002
BA,2004,749849186.8732512,749849186.8732512
BA,2005,650568909.6766884,650568909.6766884
BA,2006,606828866.8800333,606828866.8800333
BA,2007,594669234.8559903,594669234.8559903
BA,2008,703154590.586787,703154590.586787
BA,2009,666278828.6256666,666278828.6256666
BA,2010,591298532.9006373,591298532.9006373
BA,2011,632332834.9920193,632332834.9920193
BA,2012,723071965.5724974,723071965.5724974
BA,2013,730321772.4105941,730321772.4105941
BA,2014,652850326.354393,652850326.354393
BA,2015,618718221.307442,618718221.307442
BA,2016,563783753.5644192,563783753.5644192
BA,2017,585058844.1142439,585058844.1142439
BA,2018,528539504.4323756,528539504.4323756
BA,2019,515156458.11609626,515156458.11609626
BA,2020,593636379.748194,593636379.748194
BA,2021,593225068.1484435,593225068.1484435
CE,1970,26269484.501736514,26269484.501736514
CE,1971,27796173.122134686,27796173.122134686
CE,1972,29142929.81381878,29142929.81381878
CE,1973,30365065.51158221,30365065.51158221
CE,1974,31571244.59607961,31571244.59607961
CE,1975,33341108.387479994,33341108.387479994
CE,1976,33543046.34448718,33543046.34448718
CE,1977,34111509.19948371,34111509.19948371
CE,1978,34859731.183252655,34859731.183252655
CE,1979,35821143.84600598,35821143.84600598
CE,1980,44782867.00015333,44782867.00015333
CE,1981,44750557.487246335,44750557.487246335
CE,1982,50065983.69775769,50065983.69775769
CE,1983,42468771.10346917,42468771.10346917
CE,1984,47698647.67462453,47698647.67462453
CE,1985,56677438.166569754,56677438.166569754
CE,1986,60890451.12849214,60890451.12849214
CE,1987,61675811.495219305,61675811.495219305
CE,1988,65649412.7293795,65649412.7293795
CE,1989,65473534.878297046,65473534.878297046
CE,1990,181588540.19668216,181588540.19668216
CE,1991,152888902.48610672,152888902.48610672
CE,1992,124654346.95667373,124654346.95667373
CE,1993,102031286.08684662,102031286.08684662
CE,1994,126921184.79334804,126921184.79334804
CE,1995,91554101.13113593,91554101.13113593
CE,1996,98210854.0666052,98210854.0666052
CE,1997,138687731.6222106,138687731.6222106
CE,1998,135333146.5989752,135333146.5989752
CE,1999,153515591.37666148,153515591.37666148
CE,2000,161239117.2395553,161239117.2395553
CE,2001,132567000.15458915,132567000.15458915
CE,2002,145487734.20374897,145487734.20374897
CE,2003,143258348.17355895,143258348.17355895
CE,2004,164713075.93531245,164713075.93531245
CE,2005,153556828.73989147,153556828.73989147
CE,2006,152250229.1055986,152250229.1055986
CE,2007,146316205.54195628,146316205.54195628
CE,2008,146527511.69936302,146527511.69936302
CE,2009,148109479.0742972,148109479.0742972
CE,2010,151582792.5875903,151582792.5875903
CE,2011,159485194.2098158,159485194.2098158
CE,2012,211147336.12557593,211147336.12557593
CE,2013,209694322.73415914,209694322.73415914
CE,2014,233250965.3131069,233250965.3131069
CE,2015,234164267.29855925,234164267.29855925
CE,2016,210229971.9311565,210229971.9311565
CE,2017,221587067.90227836,221587067.90227836
CE,2018,180659069.01497328,180659069.01497328
CE,2019,187784384.32528704,187784384.32528704
CE,2020,167118082.0963351,167118082.0963351
CE,2021,203473137.9870568,203473137.9870568
DF,1970,705530.4483584658,705530.4483584658
DF,1971,743931.4167109088,743931.4167109088
DF,1972,878756.9935461016,878756.9935461016
DF,1973,2004252.3363246561,2004252.3363246561
DF,1974,2066286.4532556843,2066286.4532556843
DF,1975,2357948.529514594,2357948.529514594
DF,1976,2660758.3889596947,2660758.3889596947
DF,1977,3172239.9839965515,3172239.9839965515
DF,1978,3200918.7767054755,3200918.7767054755
DF,1979,3587295.359172238,3587295.359172238
DF,1980,7610738.6388117,7610738.6388117
DF,1981,7627792.851040799,7627792.851040799
DF,1982,9770803.622079745,9770803.622079745
DF,1983,9829841.739259403,9829841.739259403
DF,1984,8987069.344106905,8987069.344106905
DF,1985,10435199.899694154,10435199.899694154
DF,1986,11331867.326732734,11331867.326732734
DF,1987,11510531.661328213,11510531.661328213
DF,1988,15688757.600824349,15688757.600824349
DF,1989,12900562.762617778,12900562.762617778
DF,1990,22777695.092845444,22777695.092845444
DF,1991,24235349.903364755,24235349.903364755
DF,1992,21946666.506429706,21946666.506429706
DF,1993,22830022.124202862,22830022.124202862
DF,1994,24659147.934608407,24659147.934608407
DF,1995,25585228.111637965,25585228.111637965
DF,1996,28538050.37208453,28538050.37208453
DF,1997,30864971.85132241,30864971.85132241
DF,1998,39239395.63578397,39239395.63578397
DF,1999,38418701.87486875,38418701.87486875
DF,2000,42150509.91536322,42150509.91536322
DF,2001,42778820.48718945,42778820.48718945
DF,2002,42752249.36865574,42752249.36865574
DF,2003,40141551.47277145,40141551.47277145
DF,2004,42711475.62947471,42711475.62947471
DF,2005,43209872.42715071,43209872.42715071
DF,2006,42212995.47426784,42212995.47426784
DF,2007,44639186.518556885,44639186.518556885
DF,2008,45095319.95717298,45095319.95717298
DF,2009,46117005.625581466,46117005.625581466
DF,2010,52335218.06638437,52335218.06638437
DF,2011,56959168.21091407,56959168.21091407
DF,2012,60528074.25265147,60528074.25265147
DF,2013,62276169.53803153,62276169.53803153
DF,2014,68653369.88581969,68653369.88581969
DF,2015,70691243.97866656,70691243.97866656
DF,2016,63405296.656613,63405296.656613
DF,2017,61716468.29434465,61716468.29434465
DF,2018,55221213.89257756,55221213.89257756
